,barcode,letters,gene_name,global_X_pos,global_Y_pos
19757,498326,CCMCT,Mitotic figure lookalike,36254,35899
19758,498327,CCMCT,Mitotic figure lookalike,36172,41305
19759,498328,CCMCT,mitotic figure,36012,43459
19760,498329,CCMCT,Mitotic figure lookalike,36270,43280
19761,498330,CCMCT,Mitotic figure lookalike,36002,13362
19762,498331,CCMCT,Mitotic figure lookalike,36272,52152
19763,498332,CCMCT,Mitotic figure lookalike,36249,76812
19764,498333,CCMCT,Mitotic figure lookalike,36336,79819
19765,498334,CCMCT,Mitotic figure lookalike,36090,55176
19766,498335,CCMCT,Mitotic figure lookalike,36244,59732
19767,498336,CCMCT,Mitotic figure lookalike,36208,46117
19768,498337,CCMCT,Mitotic figure lookalike,36009,66273
19769,498338,CCMCT,Mitotic figure lookalike,36366,67451
19770,498339,CCMCT,Mitotic figure lookalike,35986,73587
19771,498340,CCMCT,Mitotic figure lookalike,36114,40966
19772,498341,CCMCT,Mitotic figure lookalike,35964,65082
19773,498342,CCMCT,Mitotic figure lookalike,36684,38320
19774,498343,CCMCT,Mitotic figure lookalike,36658,23916
19775,498344,CCMCT,mitotic figure,36384,30474
19776,498345,CCMCT,Mitotic figure lookalike,36710,44280
19777,498346,CCMCT,Mitotic figure lookalike,36800,44591
19778,498347,CCMCT,Mitotic figure lookalike,36524,45730
19779,498348,CCMCT,mitotic figure,36680,14810
19780,498349,CCMCT,Mitotic figure lookalike,36746,67260
19781,498350,CCMCT,Mitotic figure lookalike,36668,72352
19782,498351,CCMCT,Mitotic figure lookalike,36788,34022
19783,498352,CCMCT,Mitotic figure lookalike,36661,35911
19784,498353,CCMCT,Mitotic figure lookalike,36654,37672
19785,498354,CCMCT,Mitotic figure lookalike,36656,45109
19786,498355,CCMCT,Mitotic figure lookalike,36792,81289
19787,498356,CCMCT,Mitotic figure lookalike,36816,43730
19788,498357,CCMCT,Mitotic figure lookalike,36810,46624
19789,498358,CCMCT,Mitotic figure lookalike,36832,23958
19790,498359,CCMCT,Mitotic figure lookalike,36753,79601
19791,498360,CCMCT,Mitotic figure lookalike,36508,79622
19792,498361,CCMCT,Mitotic figure lookalike,36812,77942
19793,498362,CCMCT,Mitotic figure lookalike,36764,80381
19794,498363,CCMCT,Mitotic figure lookalike,37178,41118
19795,498364,CCMCT,Mitotic figure lookalike,36834,44470
19796,498365,CCMCT,Mitotic figure lookalike,37228,66332
19797,498366,CCMCT,Mitotic figure lookalike,37172,69456
19798,498367,CCMCT,Mitotic figure lookalike,37174,32622
19799,498368,CCMCT,Mitotic figure lookalike,36938,38962
19800,498369,CCMCT,Mitotic figure lookalike,36920,48576
19801,498370,CCMCT,Mitotic figure lookalike,37262,23720
19802,498371,CCMCT,Mitotic figure lookalike,37252,23674
19803,498372,CCMCT,Mitotic figure lookalike,36996,34222
19804,498373,CCMCT,Mitotic figure lookalike,36916,36870
19805,498374,CCMCT,Mitotic figure lookalike,36968,39881
19806,498375,CCMCT,Mitotic figure lookalike,37073,38632
19807,498376,CCMCT,Mitotic figure lookalike,37006,41628
19808,498377,CCMCT,Mitotic figure lookalike,37012,41888
19809,498378,CCMCT,Mitotic figure lookalike,37256,45631
19810,498379,CCMCT,mitotic figure,37085,45592
19811,498380,CCMCT,mitotic figure,37051,62642
19812,498381,CCMCT,Mitotic figure lookalike,37288,62895
19813,498382,CCMCT,Mitotic figure lookalike,37279,14000
19814,498383,CCMCT,mitotic figure,37694,42288
19815,498384,CCMCT,Mitotic figure lookalike,37278,42280
19816,498385,CCMCT,Mitotic figure lookalike,37312,41976
19817,498386,CCMCT,Mitotic figure lookalike,37655,42060
19818,498387,CCMCT,Mitotic figure lookalike,37515,23617
19819,498388,CCMCT,Mitotic figure lookalike,37737,62165
19820,498389,CCMCT,Mitotic figure lookalike,37597,31812
19821,498390,CCMCT,Mitotic figure lookalike,37277,72946
19822,498391,CCMCT,Mitotic figure lookalike,37632,27946
19823,498392,CCMCT,Mitotic figure lookalike,37438,35284
19824,498393,CCMCT,Mitotic figure lookalike,37462,35106
19825,498394,CCMCT,Mitotic figure lookalike,37362,46111
19826,498395,CCMCT,Mitotic figure lookalike,37339,38470
19827,498396,CCMCT,Mitotic figure lookalike,37470,41865
19828,498397,CCMCT,Mitotic figure lookalike,37614,41889
19829,498398,CCMCT,mitotic figure,37290,46882
19830,498399,CCMCT,Mitotic figure lookalike,37566,47656
19831,498400,CCMCT,Mitotic figure lookalike,37428,54214
19832,498401,CCMCT,Mitotic figure lookalike,37362,42603
19833,498402,CCMCT,Mitotic figure lookalike,37470,49120
19834,498403,CCMCT,Mitotic figure lookalike,37940,14598
19835,498404,CCMCT,Mitotic figure lookalike,37842,25710
19836,498405,CCMCT,Mitotic figure lookalike,38122,34876
19837,498406,CCMCT,Mitotic figure lookalike,38080,20859
19838,498407,CCMCT,Mitotic figure lookalike,37287,79336
19839,498408,CCMCT,Mitotic figure lookalike,37518,63961
19840,498409,CCMCT,Mitotic figure lookalike,37648,79716
19841,498410,CCMCT,Mitotic figure lookalike,37916,37874
19842,498411,CCMCT,Mitotic figure lookalike,37980,41746
19843,498412,CCMCT,Mitotic figure lookalike,38207,77729
19844,498413,CCMCT,mitotic figure,37885,44468
19845,498414,CCMCT,Mitotic figure lookalike,37890,46434
19846,498415,CCMCT,Mitotic figure lookalike,38195,30638
19847,498416,CCMCT,mitotic figure,37751,50072
19848,498417,CCMCT,Mitotic figure lookalike,37760,74105
19849,498418,CCMCT,Mitotic figure lookalike,37896,79644
19850,498419,CCMCT,Mitotic figure lookalike,38184,65493
19851,498420,CCMCT,Mitotic figure lookalike,38101,61819
19852,498421,CCMCT,Mitotic figure lookalike,38126,38372
19853,498422,CCMCT,Mitotic figure lookalike,37810,58948
19854,498423,CCMCT,Mitotic figure lookalike,37934,60858
19855,498424,CCMCT,Mitotic figure lookalike,38486,34100
19856,498425,CCMCT,Mitotic figure lookalike,38040,76648
19857,498426,CCMCT,Mitotic figure lookalike,38582,43342
19858,498427,CCMCT,Mitotic figure lookalike,38458,48856
19859,498428,CCMCT,Mitotic figure lookalike,38438,43160
19860,498429,CCMCT,Mitotic figure lookalike,38268,25887
19861,498430,CCMCT,Mitotic figure lookalike,38662,31226
19862,498431,CCMCT,Mitotic figure lookalike,38403,39784
19863,498432,CCMCT,Mitotic figure lookalike,38334,52696
19864,498433,CCMCT,Mitotic figure lookalike,38508,38226
19865,498434,CCMCT,Mitotic figure lookalike,38406,38622
19866,498435,CCMCT,Mitotic figure lookalike,38300,46156
19867,498436,CCMCT,Mitotic figure lookalike,38566,69946
19868,498437,CCMCT,Mitotic figure lookalike,38198,65903
19869,498438,CCMCT,Mitotic figure lookalike,38298,25430
19870,498439,CCMCT,Mitotic figure lookalike,38588,79266
19871,498440,CCMCT,Mitotic figure lookalike,38540,76886
19872,498441,CCMCT,Mitotic figure lookalike,38970,11060
19873,498442,CCMCT,Mitotic figure lookalike,38203,33858
19874,498443,CCMCT,Mitotic figure lookalike,39092,29462
19875,498444,CCMCT,Mitotic figure lookalike,38401,58902
19876,498445,CCMCT,Mitotic figure lookalike,38764,11650
19877,498446,CCMCT,Mitotic figure lookalike,38744,11668
19878,498447,CCMCT,Mitotic figure lookalike,38737,27400
19879,498448,CCMCT,Mitotic figure lookalike,38666,28978
19880,498449,CCMCT,Mitotic figure lookalike,38858,30077
19881,498450,CCMCT,Mitotic figure lookalike,38836,35734
19882,498451,CCMCT,Mitotic figure lookalike,38918,36002
19883,498452,CCMCT,Mitotic figure lookalike,38744,53096
19884,498453,CCMCT,Mitotic figure lookalike,39025,55556
19885,498454,CCMCT,Mitotic figure lookalike,38831,43266
19886,498455,CCMCT,Mitotic figure lookalike,38990,52792
19887,498456,CCMCT,Mitotic figure lookalike,39112,13340
19888,498457,CCMCT,Mitotic figure lookalike,39128,39034
19889,498458,CCMCT,Mitotic figure lookalike,38710,38663
19890,498459,CCMCT,Mitotic figure lookalike,38835,80622
19891,498460,CCMCT,Mitotic figure lookalike,38826,42408
19892,498461,CCMCT,Mitotic figure lookalike,38678,77062
19893,498462,CCMCT,Mitotic figure lookalike,39014,76841
19894,498463,CCMCT,Mitotic figure lookalike,39058,43914
19895,498464,CCMCT,Mitotic figure lookalike,38720,44168
19896,498465,CCMCT,mitotic figure,38883,54186
19897,498466,CCMCT,Mitotic figure lookalike,38795,72182
19898,498467,CCMCT,Mitotic figure lookalike,39170,14786
19899,498468,CCMCT,Mitotic figure lookalike,39357,11029
19900,498469,CCMCT,Mitotic figure lookalike,39510,18856
19901,498470,CCMCT,Mitotic figure lookalike,39576,11872
19902,498471,CCMCT,Mitotic figure lookalike,39264,25550
19903,498472,CCMCT,Mitotic figure lookalike,39286,10320
19904,498473,CCMCT,Mitotic figure lookalike,39197,36880
19905,498474,CCMCT,Mitotic figure lookalike,39133,71676
19906,498475,CCMCT,Mitotic figure lookalike,39014,76823
19907,498476,CCMCT,Mitotic figure lookalike,39522,13374
19908,498477,CCMCT,Mitotic figure lookalike,39390,37458
19909,498478,CCMCT,mitotic figure,39490,39790
19910,498479,CCMCT,Mitotic figure lookalike,39134,34012
19911,498480,CCMCT,Mitotic figure lookalike,39368,63261
19912,498481,CCMCT,Mitotic figure lookalike,39362,29764
19913,498482,CCMCT,Mitotic figure lookalike,39478,36808
19914,498483,CCMCT,Mitotic figure lookalike,39476,75376
19915,498484,CCMCT,Mitotic figure lookalike,39243,38245
19916,498485,CCMCT,Mitotic figure lookalike,39186,41524
19917,498486,CCMCT,Mitotic figure lookalike,39380,44094
19918,498487,CCMCT,Mitotic figure lookalike,39321,42600
19919,498488,CCMCT,Mitotic figure lookalike,39462,51534
19920,498489,CCMCT,Mitotic figure lookalike,39586,59462
19921,498490,CCMCT,Mitotic figure lookalike,39161,70915
19922,498491,CCMCT,Mitotic figure lookalike,39118,45752
19923,498492,CCMCT,Mitotic figure lookalike,39158,72942
19924,498493,CCMCT,Mitotic figure lookalike,39188,65110
19925,498494,CCMCT,Mitotic figure lookalike,39586,69381
19926,498495,CCMCT,mitotic figure,39516,13389
19927,498496,CCMCT,Mitotic figure lookalike,39146,81194
19928,498497,CCMCT,Mitotic figure lookalike,39874,19406
19929,498498,CCMCT,Mitotic figure lookalike,39639,22444
19930,498499,CCMCT,Mitotic figure lookalike,39172,40392
19931,498500,CCMCT,Mitotic figure lookalike,39858,33613
19932,498501,CCMCT,Mitotic figure lookalike,39582,37289
19933,498502,CCMCT,Mitotic figure lookalike,39476,72655
19934,498503,CCMCT,Mitotic figure lookalike,39692,29676
19935,498504,CCMCT,Mitotic figure lookalike,39946,77246
19936,498505,CCMCT,Mitotic figure lookalike,39812,77078
19937,498506,CCMCT,Mitotic figure lookalike,39982,46353
19938,498507,CCMCT,Mitotic figure lookalike,39699,48976
19939,498508,CCMCT,Mitotic figure lookalike,39920,30475
19940,498509,CCMCT,Mitotic figure lookalike,39630,32762
19941,498510,CCMCT,Mitotic figure lookalike,39920,73170
19942,498511,CCMCT,Mitotic figure lookalike,39800,23218
19943,498512,CCMCT,Mitotic figure lookalike,39632,69776
19944,498513,CCMCT,Mitotic figure lookalike,39831,40758
19945,498514,CCMCT,Mitotic figure lookalike,40124,26232
19946,498515,CCMCT,Mitotic figure lookalike,40048,43941
19947,498516,CCMCT,Mitotic figure lookalike,39934,49506
19948,498517,CCMCT,Mitotic figure lookalike,39948,52489
19949,498518,CCMCT,Mitotic figure lookalike,40400,40664
19950,498519,CCMCT,Mitotic figure lookalike,40016,76370
19951,498520,CCMCT,Mitotic figure lookalike,40396,74638
19952,498521,CCMCT,Mitotic figure lookalike,40060,26411
19953,498522,CCMCT,Mitotic figure lookalike,40110,37446
19954,498523,CCMCT,Mitotic figure lookalike,40092,37300
19955,498524,CCMCT,Mitotic figure lookalike,40316,42378
19956,498525,CCMCT,Mitotic figure lookalike,40414,45010
19957,498526,CCMCT,Mitotic figure lookalike,40156,73141
19958,498527,CCMCT,Mitotic figure lookalike,40244,72818
19959,498528,CCMCT,Mitotic figure lookalike,40486,39254
19960,498529,CCMCT,mitotic figure,40150,41820
19961,498530,CCMCT,Mitotic figure lookalike,40250,29089
19962,498531,CCMCT,Mitotic figure lookalike,40330,30930
19963,498532,CCMCT,Mitotic figure lookalike,40218,38714
19964,498533,CCMCT,Mitotic figure lookalike,40442,61858
19965,498534,CCMCT,Mitotic figure lookalike,40941,28834
19966,498535,CCMCT,mitotic figure,40534,34284
19967,498536,CCMCT,Mitotic figure lookalike,40674,36631
19968,498537,CCMCT,Mitotic figure lookalike,40852,36618
19969,498538,CCMCT,Mitotic figure lookalike,40664,40664
19970,498539,CCMCT,Mitotic figure lookalike,40564,43672
19971,498540,CCMCT,Mitotic figure lookalike,40780,43350
19972,498541,CCMCT,Mitotic figure lookalike,40714,45892
19973,498542,CCMCT,Mitotic figure lookalike,40088,63330
19974,498543,CCMCT,Mitotic figure lookalike,40824,56910
19975,498544,CCMCT,Mitotic figure lookalike,40794,59488
19976,498545,CCMCT,Mitotic figure lookalike,40424,67880
19977,498546,CCMCT,Mitotic figure lookalike,40147,70024
19978,498547,CCMCT,Mitotic figure lookalike,40158,73160
19979,498548,CCMCT,Mitotic figure lookalike,40511,57908
19980,498549,CCMCT,Mitotic figure lookalike,40642,62774
19981,498550,CCMCT,Mitotic figure lookalike,40812,62800
19982,498551,CCMCT,Mitotic figure lookalike,40836,76608
19983,498552,CCMCT,Mitotic figure lookalike,40698,76604
19984,498553,CCMCT,Mitotic figure lookalike,40630,76796
19985,498554,CCMCT,Mitotic figure lookalike,40822,13952
19986,498555,CCMCT,Mitotic figure lookalike,40528,16614
19987,498556,CCMCT,Mitotic figure lookalike,40694,26086
19988,498557,CCMCT,Mitotic figure lookalike,40968,25839
19989,498558,CCMCT,Mitotic figure lookalike,40764,75921
19990,498559,CCMCT,Mitotic figure lookalike,40897,31512
19991,498560,CCMCT,Mitotic figure lookalike,40874,38089
19992,498561,CCMCT,Mitotic figure lookalike,40724,39374
19993,498562,CCMCT,Mitotic figure lookalike,41336,15424
19994,498563,CCMCT,Mitotic figure lookalike,41341,35498
19995,498564,CCMCT,Mitotic figure lookalike,40501,78982
19996,498565,CCMCT,Mitotic figure lookalike,41144,43271
19997,498566,CCMCT,Mitotic figure lookalike,41232,44430
19998,498567,CCMCT,Mitotic figure lookalike,41369,46941
19999,498568,CCMCT,Mitotic figure lookalike,40854,62512
20000,498569,CCMCT,Mitotic figure lookalike,41158,23592
20001,498570,CCMCT,Mitotic figure lookalike,41300,23498
20002,498571,CCMCT,Mitotic figure lookalike,41355,61826
20003,498572,CCMCT,Mitotic figure lookalike,41228,72304
20004,498573,CCMCT,Mitotic figure lookalike,41223,36627
20005,498574,CCMCT,Mitotic figure lookalike,40978,42548
20006,498575,CCMCT,Mitotic figure lookalike,41186,43952
20007,498576,CCMCT,Mitotic figure lookalike,41166,45410
20008,498577,CCMCT,Mitotic figure lookalike,41232,11936
20009,498578,CCMCT,Mitotic figure lookalike,41292,47712
20010,498579,CCMCT,Mitotic figure lookalike,41282,52376
20011,498580,CCMCT,Mitotic figure lookalike,41054,41788
20012,498581,CCMCT,Mitotic figure lookalike,41332,46248
20013,498582,CCMCT,Mitotic figure lookalike,41066,22298
20014,498583,CCMCT,Mitotic figure lookalike,41259,48496
20015,498584,CCMCT,Mitotic figure lookalike,41118,40374
20016,498585,CCMCT,Mitotic figure lookalike,41724,23495
20017,498586,CCMCT,Mitotic figure lookalike,41828,32176
20018,498587,CCMCT,Mitotic figure lookalike,41374,42236
20019,498588,CCMCT,Mitotic figure lookalike,41371,46925
20020,498589,CCMCT,Mitotic figure lookalike,41586,35878
20021,498590,CCMCT,Mitotic figure lookalike,41570,46326
20022,498591,CCMCT,Mitotic figure lookalike,41525,52393
20023,498592,CCMCT,Mitotic figure lookalike,41869,59472
20024,498593,CCMCT,Mitotic figure lookalike,41422,71436
20025,498594,CCMCT,Mitotic figure lookalike,41774,61716
20026,498595,CCMCT,Mitotic figure lookalike,41628,62106
20027,498596,CCMCT,Mitotic figure lookalike,41648,26006
20028,498597,CCMCT,Mitotic figure lookalike,41550,30578
20029,498598,CCMCT,Mitotic figure lookalike,41865,33984
20030,498599,CCMCT,mitotic figure,41752,53264
20031,498600,CCMCT,Mitotic figure lookalike,41525,69590
20032,498601,CCMCT,Mitotic figure lookalike,41461,71434
20033,498602,CCMCT,Mitotic figure lookalike,41662,71678
20034,498603,CCMCT,Mitotic figure lookalike,41566,25320
20035,498604,CCMCT,Mitotic figure lookalike,41726,40530
20036,498605,CCMCT,Mitotic figure lookalike,41738,67380
20037,498606,CCMCT,Mitotic figure lookalike,41790,71782
20038,498607,CCMCT,Mitotic figure lookalike,42186,38533
20039,498608,CCMCT,Mitotic figure lookalike,42248,41930
20040,498609,CCMCT,Mitotic figure lookalike,42054,42342
20041,498610,CCMCT,Mitotic figure lookalike,42200,23258
20042,498611,CCMCT,Mitotic figure lookalike,42038,24508
20043,498612,CCMCT,Mitotic figure lookalike,42266,25366
20044,498613,CCMCT,Mitotic figure lookalike,41540,69488
20045,498614,CCMCT,Mitotic figure lookalike,42098,53292
20046,498615,CCMCT,mitotic figure,42232,34611
20047,498616,CCMCT,Mitotic figure lookalike,41954,34613
20048,498617,CCMCT,Mitotic figure lookalike,42188,57387
20049,498618,CCMCT,Mitotic figure lookalike,42147,37442
20050,498619,CCMCT,Mitotic figure lookalike,42134,33620
20051,498620,CCMCT,Mitotic figure lookalike,41990,40774
20052,498621,CCMCT,Mitotic figure lookalike,42348,58504
20053,498622,CCMCT,Mitotic figure lookalike,42214,29288
20054,498623,CCMCT,Mitotic figure lookalike,42008,69996
20055,498624,CCMCT,Mitotic figure lookalike,42353,76610
20056,498625,CCMCT,Mitotic figure lookalike,42243,79048
20057,498626,CCMCT,mitotic figure,41980,72200
20058,498627,CCMCT,Mitotic figure lookalike,42037,72097
20059,498628,CCMCT,Mitotic figure lookalike,42276,44152
20060,498629,CCMCT,Mitotic figure lookalike,42224,78328
20061,498630,CCMCT,Mitotic figure lookalike,42000,49276
20062,498631,CCMCT,Mitotic figure lookalike,42348,55185
20063,498632,CCMCT,Mitotic figure lookalike,42316,56855
20064,498633,CCMCT,Mitotic figure lookalike,42192,57620
20065,498634,CCMCT,Mitotic figure lookalike,41919,66036
20066,498635,CCMCT,Mitotic figure lookalike,42100,39918
20067,498636,CCMCT,Mitotic figure lookalike,42182,41696
20068,498637,CCMCT,Mitotic figure lookalike,42080,51368
20069,498638,CCMCT,Mitotic figure lookalike,42742,26238
20070,498639,CCMCT,Mitotic figure lookalike,42668,30190
20071,498640,CCMCT,Mitotic figure lookalike,41939,56372
20072,498641,CCMCT,Mitotic figure lookalike,42770,33894
20073,498642,CCMCT,Mitotic figure lookalike,42712,12887
20074,498643,CCMCT,Mitotic figure lookalike,42412,40798
20075,498644,CCMCT,Mitotic figure lookalike,42124,70622
20076,498645,CCMCT,Mitotic figure lookalike,42672,44990
20077,498646,CCMCT,Mitotic figure lookalike,42438,57750
20078,498647,CCMCT,Mitotic figure lookalike,42664,73251
20079,498648,CCMCT,Mitotic figure lookalike,42574,57352
20080,498649,CCMCT,mitotic figure,42675,59486
20081,498650,CCMCT,Mitotic figure lookalike,42339,60636
20082,498651,CCMCT,Mitotic figure lookalike,42552,63422
20083,498652,CCMCT,Mitotic figure lookalike,42772,79292
20084,498653,CCMCT,Mitotic figure lookalike,42802,10901
20085,498654,CCMCT,Mitotic figure lookalike,42372,26022
20086,498655,CCMCT,mitotic figure,42603,80258
20087,498656,CCMCT,Mitotic figure lookalike,42612,46704
20088,498657,CCMCT,Mitotic figure lookalike,42596,46768
20089,498658,CCMCT,Mitotic figure lookalike,42626,18748
20090,498659,CCMCT,Mitotic figure lookalike,42626,24918
20091,498660,CCMCT,Mitotic figure lookalike,42466,35242
20092,498661,CCMCT,Mitotic figure lookalike,42484,41076
20093,498662,CCMCT,Mitotic figure lookalike,42751,52519
20094,498663,CCMCT,Mitotic figure lookalike,43212,20980
20095,498664,CCMCT,mitotic figure,42368,76613
20096,498665,CCMCT,Mitotic figure lookalike,42479,73000
20097,498666,CCMCT,Mitotic figure lookalike,42618,77800
20098,498667,CCMCT,Mitotic figure lookalike,43068,26852
20099,498668,CCMCT,Mitotic figure lookalike,42862,29284
20100,498669,CCMCT,Mitotic figure lookalike,43030,44312
20101,498670,CCMCT,Mitotic figure lookalike,43110,47628
20102,498671,CCMCT,Mitotic figure lookalike,43154,18461
20103,498672,CCMCT,Mitotic figure lookalike,43078,20381
20104,498673,CCMCT,Mitotic figure lookalike,43115,51780
20105,498674,CCMCT,Mitotic figure lookalike,42890,32892
20106,498675,CCMCT,Mitotic figure lookalike,43046,24880
20107,498676,CCMCT,Mitotic figure lookalike,43273,65724
20108,498677,CCMCT,Mitotic figure lookalike,43142,42288
20109,498678,CCMCT,Mitotic figure lookalike,42990,19689
20110,498679,CCMCT,Mitotic figure lookalike,42957,25482
20111,498680,CCMCT,Mitotic figure lookalike,42957,40746
20112,498681,CCMCT,Mitotic figure lookalike,42994,40954
20113,498682,CCMCT,Mitotic figure lookalike,42970,47100
20114,498683,CCMCT,mitotic figure,43074,50921
20115,498684,CCMCT,mitotic figure,43236,76130
20116,498685,CCMCT,Mitotic figure lookalike,43064,75473
20117,498686,CCMCT,Mitotic figure lookalike,43392,29123
20118,498687,CCMCT,mitotic figure,43384,31214
20119,498688,CCMCT,Mitotic figure lookalike,43616,33862
20120,498689,CCMCT,Mitotic figure lookalike,43084,61561
20121,498690,CCMCT,Mitotic figure lookalike,43094,73818
20122,498691,CCMCT,Mitotic figure lookalike,42848,73824
20123,498692,CCMCT,Mitotic figure lookalike,43066,75490
20124,498693,CCMCT,Mitotic figure lookalike,42827,78452
20125,498694,CCMCT,Mitotic figure lookalike,43668,42216
20126,498695,CCMCT,Mitotic figure lookalike,43354,47862
20127,498696,CCMCT,Mitotic figure lookalike,43642,65960
20128,498697,CCMCT,Mitotic figure lookalike,43728,59988
20129,498698,CCMCT,Mitotic figure lookalike,43600,41420
20130,498699,CCMCT,Mitotic figure lookalike,43566,23670
20131,498700,CCMCT,Mitotic figure lookalike,43263,23860
20132,498701,CCMCT,Mitotic figure lookalike,43383,71646
20133,498702,CCMCT,Mitotic figure lookalike,43289,65721
20134,498703,CCMCT,Mitotic figure lookalike,43600,41403
20135,498704,CCMCT,Mitotic figure lookalike,43399,41348
20136,498705,CCMCT,mitotic figure,43420,74446
20137,498706,CCMCT,Mitotic figure lookalike,43729,22802
20138,498707,CCMCT,Mitotic figure lookalike,43884,19340
20139,498708,CCMCT,Mitotic figure lookalike,43518,76725
20140,498709,CCMCT,Mitotic figure lookalike,44004,21586
20141,498710,CCMCT,Mitotic figure lookalike,44124,40404
20142,498711,CCMCT,Mitotic figure lookalike,44048,47180
20143,498712,CCMCT,Mitotic figure lookalike,43930,54140
20144,498713,CCMCT,mitotic figure,43727,78032
20145,498714,CCMCT,Mitotic figure lookalike,43458,78135
20146,498715,CCMCT,Mitotic figure lookalike,43862,39621
20147,498716,CCMCT,Mitotic figure lookalike,43966,69927
20148,498717,CCMCT,Mitotic figure lookalike,43848,39012
20149,498718,CCMCT,mitotic figure,43770,55618
20150,498719,CCMCT,Mitotic figure lookalike,44044,55426
20151,498720,CCMCT,Mitotic figure lookalike,43836,43000
20152,498721,CCMCT,Mitotic figure lookalike,44010,42840
20153,498722,CCMCT,Mitotic figure lookalike,44149,41822
20154,498723,CCMCT,Mitotic figure lookalike,44026,48823
20155,498724,CCMCT,Mitotic figure lookalike,44058,44342
20156,498725,CCMCT,Mitotic figure lookalike,44038,47498
20157,498726,CCMCT,Mitotic figure lookalike,43754,50720
20158,498727,CCMCT,mitotic figure,44146,66164
20159,498728,CCMCT,Mitotic figure lookalike,44088,76164
20160,498729,CCMCT,Mitotic figure lookalike,44186,74686
20161,498730,CCMCT,Mitotic figure lookalike,43770,20516
20162,498731,CCMCT,Mitotic figure lookalike,44147,69182
20163,498732,CCMCT,Mitotic figure lookalike,44534,9806
20164,498733,CCMCT,Mitotic figure lookalike,44550,17600
20165,498734,CCMCT,Mitotic figure lookalike,44318,21904
20166,498735,CCMCT,Mitotic figure lookalike,44536,37641
20167,498736,CCMCT,Mitotic figure lookalike,44232,49395
20168,498737,CCMCT,Mitotic figure lookalike,44148,70108
20169,498738,CCMCT,Mitotic figure lookalike,44406,40272
20170,498739,CCMCT,Mitotic figure lookalike,44447,42356
20171,498740,CCMCT,Mitotic figure lookalike,44438,44772
20172,498741,CCMCT,Mitotic figure lookalike,44220,52636
20173,498742,CCMCT,Mitotic figure lookalike,44280,61082
20174,498743,CCMCT,mitotic figure,44269,66266
20175,498744,CCMCT,Mitotic figure lookalike,44197,68966
20176,498745,CCMCT,Mitotic figure lookalike,44306,76598
20177,498746,CCMCT,Mitotic figure lookalike,44561,76503
20178,498747,CCMCT,Mitotic figure lookalike,44183,78812
20179,498748,CCMCT,Mitotic figure lookalike,44182,78984
20180,498749,CCMCT,mitotic figure,44373,13403
20181,498750,CCMCT,Mitotic figure lookalike,44358,46610
20182,498751,CCMCT,Mitotic figure lookalike,44410,45255
20183,498752,CCMCT,Mitotic figure lookalike,44562,48778
20184,498753,CCMCT,Mitotic figure lookalike,44183,34183
20185,498754,CCMCT,Mitotic figure lookalike,44296,60392
20186,498755,CCMCT,Mitotic figure lookalike,44624,66228
20187,498756,CCMCT,Mitotic figure lookalike,44369,76082
20188,498757,CCMCT,Mitotic figure lookalike,44210,78586
20189,498758,CCMCT,Mitotic figure lookalike,45040,32962
20190,498759,CCMCT,Mitotic figure lookalike,44766,46112
20191,498760,CCMCT,Mitotic figure lookalike,44984,46487
20192,498761,CCMCT,Mitotic figure lookalike,44807,56137
20193,498762,CCMCT,Mitotic figure lookalike,44909,23287
20194,498763,CCMCT,Mitotic figure lookalike,45004,23068
20195,498764,CCMCT,Mitotic figure lookalike,44946,19844
20196,498765,CCMCT,Mitotic figure lookalike,44950,33912
20197,498766,CCMCT,mitotic figure,44900,73558
20198,498767,CCMCT,Mitotic figure lookalike,44710,74790
20199,498768,CCMCT,Mitotic figure lookalike,44828,43288
20200,498769,CCMCT,Mitotic figure lookalike,44946,49172
20201,498770,CCMCT,Mitotic figure lookalike,45038,48892
20202,498771,CCMCT,Mitotic figure lookalike,44978,21470
20203,498772,CCMCT,Mitotic figure lookalike,44775,65440
20204,498773,CCMCT,Mitotic figure lookalike,44808,54696
20205,498774,CCMCT,Mitotic figure lookalike,44734,57466
20206,498775,CCMCT,Mitotic figure lookalike,44763,78457
20207,498776,CCMCT,mitotic figure,44994,74379
20208,498777,CCMCT,Mitotic figure lookalike,45152,13998
20209,498778,CCMCT,Mitotic figure lookalike,45262,27759
20210,498779,CCMCT,Mitotic figure lookalike,45366,19796
20211,498780,CCMCT,mitotic figure,45452,48224
20212,498781,CCMCT,mitotic figure,45432,66012
20213,498782,CCMCT,Mitotic figure lookalike,45394,22192
20214,498783,CCMCT,Mitotic figure lookalike,45276,41865
20215,498784,CCMCT,Mitotic figure lookalike,45472,68462
20216,498785,CCMCT,Mitotic figure lookalike,45276,47640
20217,498786,CCMCT,Mitotic figure lookalike,45452,35636
20218,498787,CCMCT,Mitotic figure lookalike,45360,78830
20219,498788,CCMCT,Mitotic figure lookalike,45442,49750
20220,498789,CCMCT,Mitotic figure lookalike,45268,57922
20221,498790,CCMCT,Mitotic figure lookalike,45502,70640
20222,498791,CCMCT,Mitotic figure lookalike,45367,37742
20223,498792,CCMCT,Mitotic figure lookalike,45956,35219
20224,498793,CCMCT,Mitotic figure lookalike,45898,18856
20225,498794,CCMCT,Mitotic figure lookalike,45605,44180
20226,498795,CCMCT,Mitotic figure lookalike,45866,61392
20227,498796,CCMCT,mitotic figure,45710,60986
